client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,category
dbaker@example.com,2621859791,Technical Support,Application showing version mismatch.,Closed,2025-05-02,2025-05-04,Technical Support
anthonycampbell@example.net,6567145936,Bug Report,Blank screen after form submission.,Closed,2025-06-21,2025-06-27,Bug Report
alexisdominguez@example.com,5324871353,Billing Problem,Billed for a cancelled plan.,Closed,2025-04-07,2025-04-21,Bug Report
james68@example.org,417347566,Feature Request,Request feature to duplicate projects.,Closed,2025-06-03,2025-06-06,Feature Request
felicialewis@example.org,8352310459,Payment Failure,Payment shows success but app locked.,Closed,2025-04-23,2025-04-25,Billing Problem
beanwilliam@example.net,2904292660,Feature Request,Can you include language translation?,Closed,2025-07-04,2025-07-13,Feature Request
cummingsbrittany@example.org,2437246401,Technical Support,Download button is inactive.,Closed,2025-04-24,2025-04-26,Technical Support
marcher@example.net,5098828402,Login Issue,Error 401 appearing on login.,Closed,2025-02-21,2025-02-26,Bug Report
christopher33@example.org,1026347735,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-07-18,2025-07-29,General
athornton@example.net,1473308730,Payment Failure,Payment shows success but app locked.,Closed,2025-03-13,2025-03-24,Billing Problem
evansnathan@example.org,435331842,Login Issue,Login button is unresponsive.,Closed,2025-07-13,2025-07-14,Bug Report
thomas33@example.org,1446213705,Payment Failure,Payment gateway not redirecting.,Closed,2025-07-22,2025-07-26,Billing Problem
turnerleslie@example.org,4218293170,Technical Support,Freezing during screen load.,Closed,2025-05-23,2025-05-25,Technical Support
austin55@example.net,6943051526,Bug Report,Dropdown not loading values.,Closed,2025-07-10,2025-07-13,Bug Report
wrightjennifer@example.net,258174555,Account Suspension,Unjustified account suspension request.,Closed,2025-03-03,2025-03-10,General
pwalker@example.org,7712193271,Account Suspension,Need reason for my suspension.,Closed,2025-06-06,2025-06-08,General
amanda00@example.com,2334508452,Feature Request,Provide more chart types in dashboard.,Closed,2025-03-19,2025-03-26,Feature Request
robertbrown@example.net,1510322162,Payment Failure,UPI transaction timed out.,Closed,2025-04-20,2025-04-27,Billing Problem
sandra77@example.net,5069238893,Bug Report,Back button doesn’t work.,Closed,2025-03-13,2025-03-24,Bug Report
uwilson@example.org,434459523,Payment Failure,Card declined despite funds.,Closed,2025-03-19,2025-04-05,Billing Problem
showell@example.org,9059650796,Subscription Cancellation,Still charged after cancellation.,Closed,2025-05-09,2025-05-13,Subscription Cancellation
tinaleach@example.com,2603429591,Data Export,Exported Excel has broken formatting.,Closed,2025-01-30,2025-02-12,Data Export
greenjennifer@example.net,3709858184,Payment Failure,Payment gateway not redirecting.,Closed,2025-02-26,2025-03-01,Billing Problem
anaayala@example.net,3638376555,Data Export,Charts not included in report export.,Closed,2025-07-05,2025-07-14,Data Export
claire58@example.org,9977597114,Technical Support,Slow performance during peak hours.,Closed,2025-02-11,2025-02-17,Technical Support
markwade@example.net,6055479850,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-03-02,2025-03-03,General
benjamin98@example.org,8355403552,Payment Failure,Promo code not working during payment.,Closed,2025-01-31,2025-02-01,Billing Problem
joseph59@example.net,8361022244,Feature Request,Save filter views for reuse.,Closed,2025-02-15,2025-02-19,Feature Request
dianeharris@example.org,4642716230,UI Feedback,Table headers not sticky.,Closed,2025-02-08,2025-02-11,UI Feedback
fjimenez@example.org,3883523508,Data Export,Exported Excel has broken formatting.,Closed,2025-07-17,2025-07-30,Data Export
barreraanna@example.com,2335180042,UI Feedback,Font inconsistent across pages.,Closed,2025-07-08,2025-07-15,UI Feedback
morenosarah@example.net,4768706696,Bug Report,Dropdown not loading values.,Closed,2025-04-22,2025-04-23,Bug Report
mccarthybryan@example.net,5807443497,Bug Report,Date selector not responsive.,Closed,2025-02-22,2025-02-25,Bug Report
brianmoore@example.com,7719248428,Login Issue,App logs me out automatically.,Closed,2025-06-08,2025-06-10,Bug Report
williamwilson@example.com,7379811580,Payment Failure,EMI option not available anymore.,Closed,2025-04-26,2025-05-02,Billing Problem
wmullins@example.net,1079497061,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-03-19,2025-03-20,Subscription Cancellation
cedwards@example.com,1939433262,Data Export,Charts not included in report export.,Closed,2025-03-01,2025-03-02,Data Export
robin68@example.net,8796452423,UI Feedback,Tooltips not displaying on hover.,Closed,2025-01-31,2025-02-04,UI Feedback
pharrison@example.com,5952359246,Account Suspension,Need help lifting restrictions.,Closed,2025-05-26,2025-06-06,General
award@example.com,9105904373,Technical Support,Error 500 on accessing dashboard.,Closed,2025-03-12,2025-03-19,Technical Support
careyjohn@example.org,7830570025,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-03-12,2025-03-20,Bug Report
timothystewart@example.net,8275169157,Account Suspension,Unjustified account suspension request.,Closed,2025-03-30,2025-04-08,General
washingtonmarissa@example.org,2418682670,Feature Request,Can you include language translation?,Closed,2025-03-08,2025-03-17,Feature Request
craig17@example.org,6571503667,Technical Support,App crashes after update.,Closed,2025-07-17,2025-07-20,Technical Support
sharonpayne@example.com,9367243423,Bug Report,Check/uncheck box not saving state.,Closed,2025-04-08,2025-04-10,Bug Report
fuentesemily@example.net,1566667650,Data Export,Can’t schedule data export.,Closed,2025-06-20,2025-07-02,Data Export
toddtyler@example.com,5603997419,Bug Report,Sidebar collapses on scroll.,Closed,2025-06-26,2025-07-07,Bug Report
raustin@example.net,1748032797,Subscription Cancellation,Want refund for unused days.,Closed,2025-04-18,2025-04-19,Subscription Cancellation
kkirby@example.org,3104778205,UI Feedback,Icons not intuitive.,Closed,2025-03-04,2025-03-11,UI Feedback
bjohnson@example.net,5937645800,Bug Report,Dropdown not loading values.,Closed,2025-03-24,2025-03-26,Bug Report
alexmedina@example.org,3703703430,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-03,2025-04-04,Subscription Cancellation
xbaker@example.com,7257031680,Billing Problem,Unable to update billing address.,Closed,2025-05-19,2025-05-21,Bug Report
trevorjimenez@example.org,6433130974,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-04-27,2025-05-01,Subscription Cancellation
masonshawn@example.com,5444017881,UI Feedback,Font inconsistent across pages.,Closed,2025-03-21,2025-03-22,UI Feedback
tdyer@example.org,659938444,Billing Problem,Late fee charged wrongly.,Closed,2025-01-31,2025-02-01,Bug Report
alexandrajacobs@example.com,6514347358,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-06-23,2025-06-25,Subscription Cancellation
lewisbrittney@example.org,8547460041,Login Issue,App logs me out automatically.,Closed,2025-04-23,2025-05-05,Bug Report
kburnett@example.com,9321939195,Bug Report,Color scheme inconsistent.,Closed,2025-06-09,2025-06-13,Bug Report
butlertina@example.org,2699040632,Payment Failure,Wrong currency charged.,Closed,2025-04-12,2025-04-24,Billing Problem
jason65@example.org,8822653953,Login Issue,Login button is unresponsive.,Closed,2025-04-05,2025-04-06,Bug Report
johnsonjames@example.org,1143264081,UI Feedback,Color scheme hard to read in sunlight.,Closed,2025-05-18,2025-05-22,UI Feedback
gregoryleslie@example.net,8989278854,Account Suspension,Need help lifting restrictions.,Closed,2025-02-15,2025-02-25,General
luissmith@example.org,5165426468,Data Export,Need monthly data dump in CSV.,Closed,2025-06-11,2025-06-12,Data Export
mmunoz@example.com,2247103945,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-02-15,2025-02-18,Subscription Cancellation
mcdanieldeborah@example.org,5753598625,Technical Support,Feature working on web but not mobile.,Closed,2025-07-17,2025-07-21,Technical Support
hyoung@example.org,7911632697,Billing Problem,Invoice PDF is missing this month.,Closed,2025-04-11,2025-04-14,Bug Report
jlara@example.com,778592953,Bug Report,Search bar resets randomly.,Closed,2025-06-05,2025-06-08,Bug Report
allenkenneth@example.com,8834987233,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-04-08,2025-04-11,UI Feedback
tfletcher@example.org,5791099709,Subscription Cancellation,App locked after cancellation.,Closed,2025-03-04,2025-03-14,Subscription Cancellation
juliekirk@example.com,5295301261,UI Feedback,Error messages not clear enough.,Closed,2025-02-28,2025-03-04,UI Feedback
perezbetty@example.net,4805744542,Bug Report,Date selector not responsive.,Closed,2025-07-06,2025-07-10,Bug Report
lawsonmichelle@example.org,5565905962,Bug Report,Chart not updating after data refresh.,Closed,2025-07-14,2025-07-16,Bug Report
william02@example.org,741025882,Payment Failure,Need confirmation after retry.,Closed,2025-03-17,2025-03-21,Billing Problem
qburns@example.org,3716174444,Login Issue,Error 401 appearing on login.,Closed,2025-06-18,2025-06-23,Bug Report
jennifertorres@example.com,2862112668,Payment Failure,Payment failed due to card error.,Closed,2025-04-04,2025-04-05,Billing Problem
jessica58@example.net,9218343725,Feature Request,Please add support for dark mode.,Closed,2025-06-09,2025-06-25,Feature Request
mortonjorge@example.com,5932263550,UI Feedback,Tooltips not displaying on hover.,Closed,2025-02-11,2025-02-12,UI Feedback
amartin@example.net,5121239657,Payment Failure,Need confirmation after retry.,Closed,2025-04-27,2025-05-03,Billing Problem
brianscott@example.org,2223819896,Account Suspension,"Got auto-ban, never violated terms.",Closed,2025-04-11,2025-04-16,General
smithadam@example.org,1858064699,Technical Support,Freezing during screen load.,Opened,2025-06-30,,Technical Support
slin@example.net,3607552719,UI Feedback,Alignment issues in forms.,Closed,2025-05-16,2025-05-19,UI Feedback
ethompson@example.com,1108700034,Feature Request,Need in-app video tutorials.,Closed,2025-02-10,2025-02-14,Feature Request
aguilarjennifer@example.org,8472205902,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-05-13,2025-05-14,Bug Report
rhonda75@example.com,5074563457,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-06-30,2025-07-01,Bug Report
shunter@example.com,7670437402,Billing Problem,Invoice still shows old company name.,Closed,2025-07-18,2025-07-22,Bug Report
jason01@example.com,9820279849,Account Suspension,Need clarification on temporary lockout.,Closed,2025-03-23,2025-03-28,General
tayloraaron@example.com,8748082287,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-02-15,2025-02-23,General
danielle28@example.net,331294582,Login Issue,Two-factor authentication is not sending code.,Closed,2025-07-25,2025-08-02,Bug Report
aarongardner@example.com,634035997,Billing Problem,Billed for a cancelled plan.,Closed,2025-02-07,2025-02-10,Bug Report
blackburndana@example.net,558528877,Bug Report,Unable to delete old entries.,Closed,2025-02-18,2025-02-19,Bug Report
muellerfrances@example.com,1129079178,Payment Failure,Payment shows success but app locked.,Closed,2025-05-06,2025-05-07,Billing Problem
joshua88@example.com,7936401056,Subscription Cancellation,Want refund for unused days.,Closed,2025-07-26,2025-07-28,Subscription Cancellation
sarasmith@example.net,2018487032,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-06-27,2025-07-10,Subscription Cancellation
patrickbeard@example.com,4864020560,Bug Report,Color scheme inconsistent.,Closed,2025-05-29,2025-06-03,Bug Report
omartin@example.com,5571991039,Data Export,Filters not applying in exported data.,Closed,2025-05-14,2025-05-15,Data Export
william36@example.org,4345645845,Account Suspension,Account banned during payment process.,Closed,2025-05-05,2025-05-07,General
leslie55@example.com,2780162482,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-06-01,2025-06-08,Subscription Cancellation
mcbridedonna@example.net,1717809527,Billing Problem,Incorrect tax calculations.,Closed,2025-03-13,2025-03-16,Bug Report
jasondaniels@example.org,2914186756,Billing Problem,Billed for a cancelled plan.,Closed,2025-05-13,2025-05-15,Bug Report
nmatthews@example.org,4008789608,Subscription Cancellation,Cancel option not visible in settings.,Closed,2025-05-18,2025-05-22,Subscription Cancellation
johnsonfrank@example.net,1384833357,Feature Request,Please add support for dark mode.,Closed,2025-07-06,2025-07-12,Feature Request
ethompson@example.org,2865501808,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-05-19,2025-05-26,Bug Report
whernandez@example.com,9390887907,Technical Support,Slow performance during peak hours.,Closed,2025-04-19,2025-04-21,Technical Support
kevin92@example.com,7990611162,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-05-23,2025-05-25,General
pagedavid@example.com,8451036315,Payment Failure,UPI transaction timed out.,Closed,2025-02-22,2025-03-05,Billing Problem
mjohnson@example.net,8813438078,Payment Failure,Need GST invoice after payment.,Closed,2025-07-03,2025-07-04,Billing Problem
nathanmcintosh@example.org,5893181766,Payment Failure,3D secure failed mid-payment.,Closed,2025-05-26,2025-05-27,Billing Problem
andreacoffey@example.net,2954673161,Bug Report,Form validation not working properly.,Closed,2025-03-20,2025-03-22,Bug Report
wolfegail@example.com,3077591474,Billing Problem,Charged extra on my last invoice.,Closed,2025-04-11,2025-04-13,Bug Report
mercedes53@example.net,9050477989,Data Export,Can’t schedule data export.,Closed,2025-06-01,2025-06-05,Data Export
grantmaureen@example.org,1278564283,Bug Report,Search bar resets randomly.,Closed,2025-03-26,2025-04-10,Bug Report
jonesdakota@example.org,9483479037,Bug Report,Color scheme inconsistent.,Closed,2025-03-28,2025-04-02,Bug Report
meaganmoody@example.net,9807672725,Bug Report,Reports section not opening.,Closed,2025-03-01,2025-03-07,Bug Report
susan77@example.net,1111954763,UI Feedback,Filter section takes too much space.,Closed,2025-04-13,2025-04-18,UI Feedback
brianna01@example.org,5553476388,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-02-27,2025-03-07,General
